 1.00000000e+01  1.00000000e+01  0.00000000e+00  1.00000000e+01 -1.71452602e-08  1.00000000e+01 -6.28318530e-05 
 1.02329299e+01  1.02329299e+01  0.00000000e+00  1.02329299e+01 -1.79532904e-08  1.02329299e+01 -6.42953949e-05 
 1.04712855e+01  1.04712855e+01  0.00000000e+00  1.04712855e+01 -1.87994039e-08  1.04712855e+01 -6.57930270e-05 
 1.07151931e+01  1.07151931e+01  0.00000000e+00  1.07151931e+01 -1.96853913e-08  1.07151931e+01 -6.73255434e-05 
 1.09647820e+01  1.09647820e+01  0.00000000e+00  1.09647820e+01 -2.06131361e-08  1.09647820e+01 -6.88937568e-05 
 1.12201845e+01  1.12201845e+01  0.00000000e+00  1.12201845e+01 -2.15846025e-08  1.12201845e+01 -7.04984985e-05 
 1.14815362e+01  1.14815362e+01  0.00000000e+00  1.14815362e+01 -2.26018542e-08  1.14815362e+01 -7.21406195e-05 
 1.17489755e+01  1.17489755e+01  0.00000000e+00  1.17489755e+01 -2.36670445e-08  1.17489755e+01 -7.38209904e-05 
 1.20226443e+01  1.20226443e+01  0.00000000e+00  1.20226443e+01 -2.47824396e-08  1.20226443e+01 -7.55405022e-05 
 1.23026877e+01  1.23026877e+01  0.00000000e+00  1.23026877e+01 -2.59503993e-08  1.23026877e+01 -7.73000665e-05 
 1.25892541e+01  1.25892541e+01  0.00000000e+00  1.25892541e+01 -2.71734047e-08  1.25892541e+01 -7.91006163e-05 
 1.28824955e+01  1.28824955e+01  0.00000000e+00  1.28824955e+01 -2.84540471e-08  1.28824955e+01 -8.09431064e-05 
 1.31825674e+01  1.31825674e+01  0.00000000e+00  1.31825674e+01 -2.97950447e-08  1.31825674e+01 -8.28285135e-05 
 1.34896288e+01  1.34896288e+01  0.00000000e+00  1.34896288e+01 -3.11992434e-08  1.34896288e+01 -8.47578374e-05 
 1.38038426e+01  1.38038426e+01  0.00000000e+00  1.38038426e+01 -3.26696171e-08  1.38038426e+01 -8.67321011e-05 
 1.41253754e+01  1.41253754e+01  0.00000000e+00  1.41253754e+01 -3.42092884e-08  1.41253754e+01 -8.87523512e-05 
 1.44543977e+01  1.44543977e+01  0.00000000e+00  1.44543977e+01 -3.58215224e-08  1.44543977e+01 -9.08196590e-05 
 1.47910839e+01  1.47910839e+01  0.00000000e+00  1.47910839e+01 -3.75097397e-08  1.47910839e+01 -9.29351207e-05 
 1.51356125e+01  1.51356125e+01  0.00000000e+00  1.51356125e+01 -3.92775188e-08  1.51356125e+01 -9.50998577e-05 
 1.54881662e+01  1.54881662e+01  0.00000000e+00  1.54881662e+01 -4.11286119e-08  1.54881662e+01 -9.73150179e-05 
 1.58489319e+01  1.58489319e+01  0.00000000e+00  1.58489319e+01 -4.30669419e-08  1.58489319e+01 -9.95817759e-05 
 1.62181010e+01  1.62181010e+01  0.00000000e+00  1.62181010e+01 -4.50966256e-08  1.62181010e+01 -1.01901333e-04 
 1.65958691e+01  1.65958691e+01  0.00000000e+00  1.65958691e+01 -4.72219648e-08  1.65958691e+01 -1.04274920e-04 
 1.69824365e+01  1.69824365e+01  0.00000000e+00  1.69824365e+01 -4.94474677e-08  1.69824365e+01 -1.06703795e-04 
